id,Title,Content
7399,"Wesbrook Village Summer in the Square","<div class="""" data-block=""true"" data-editor=""ag7v2"" data-offset-key=""4ed9j-0-0"">
<div class=""_1mf _1mj"" data-offset-key=""4ed9j-0-0"">Save the date for <i>Wesbrook Village </i><em>Summer in the Square</em> 2019, every Saturday June 29th - September 7th!</div>
</div>
<div class="""" data-block=""true"" data-editor=""ag7v2"" data-offset-key=""eigfj-0-0"">
<div class=""_1mf _1mj"" data-offset-key=""eigfj-0-0""><span data-offset-key=""eigfj-0-0""> </span></div>
<div class=""_1mf _1mj"" data-offset-key=""eigfj-0-0"">Our Summer in the Square series is back and features local artists who will regale and entertain you through the warm summer months. Get ready for 11 exciting performances at Wesbrook Village's Norman Mackenzie Square as we've brought back some of last year's favorites and new artists. Performances are once a week so grab a bite or a refreshing drink in the village, take a seat and enjoy the show!</div>
</div>
<div class="""" data-block=""true"" data-editor=""ag7v2"" data-offset-key=""4lu42-0-0"">
<div class=""_1mf _1mj"" data-offset-key=""4lu42-0-0""><span data-offset-key=""4lu42-0-0""> </span></div>
</div>
<div class="""" data-block=""true"" data-editor=""ag7v2"" data-offset-key=""4c059-0-0"">
<div class=""_1mf _1mj"" data-offset-key=""4c059-0-0"">

<u>Artists Line-up</u>:
<div>
<div>Saturday | June 29 - <a href=""http://www.discoverwesbrook.com/posts/summer-in-the-square-les-finnigan--3"" target=""_blank"" rel=""nofollow noopener noreferrer"">Les Finnigan</a></div>
</div>
<div>
<div>Saturday | July 6 - <a href=""http://www.discoverwesbrook.com/posts/summer-in-the-square-feona-lim--2"" target=""_blank"" rel=""nofollow noopener noreferrer"">Feona Lim</a></div>
</div>
<div>
<div>Saturday | July 13 - <a href=""http://www.discoverwesbrook.com/posts/summer-in-the-square-albert-tsai"" target=""_blank"" rel=""nofollow noopener noreferrer"">Albert Tsai</a></div>
</div>
<div>
<div>Saturday | July 20 - <a href=""http://www.discoverwesbrook.com/posts/summer-in-the-square-stringz-aloud"" target=""_blank"" rel=""nofollow noopener noreferrer"">Stringz Aloud</a></div>
</div>
<div>
<div>Saturday | July 27 - <a href=""http://www.discoverwesbrook.com/posts/summer-in-the-square-stephen-spender"">Stephen Spender</a></div>
</div>
<div>
<div>Saturday | Aug 3 - <a href=""http://www.discoverwesbrook.com/posts/summer-in-the-square-ava-maria"" target=""_blank"" rel=""nofollow noopener noreferrer"">Ava Maria</a></div>
</div>
<div>
<div>Saturday | Aug 10 - <a href=""http://www.discoverwesbrook.com/posts/summer-in-the-square-shawn-bullshields"" target=""_blank"" rel=""nofollow noopener noreferrer"">Shawn Bullshields</a></div>
</div>
<div>
<div>Saturday | Aug 17 - <a href=""http://www.discoverwesbrook.com/posts/summer-in-the-square-josh-minsky--4"" target=""_blank"" rel=""nofollow noopener noreferrer"">Josh Minsky</a></div>
</div>
<div>
<div>Saturday | Aug 24 - <a href=""http://www.discoverwesbrook.com/posts/summer-in-the-square-tyler-belding--2"">Tyler Belding</a></div>
</div>
<div>
<div>Saturday | Aug 31 - <a href=""http://www.discoverwesbrook.com/posts/summer-in-the-square-ricardo-novoa--3"" target=""_blank"" rel=""nofollow noopener noreferrer"">Ricardo Novoa</a></div>
</div>
<div>
<div>Saturday | Sep 7 - <a href=""http://www.discoverwesbrook.com/posts/summer-in-the-square-badaboom--3"" target=""_blank"" rel=""nofollow noopener noreferrer"">Badaboom</a></div>
</div>
</div>
</div>"
7500,"Seeds of Knowledge at the UBC Farm","Join us for an exciting day for the whole family to learn about and celebrate research with the Centre for Sustainable Food Systems and UBC Farm! Following up on three years of Beet Tasting and Research Showcases, we are hosting our fourth Seeds of Knowledge. Expect an exciting day for the whole family to learn about and celebrate the research happening at the UBC Farm, meet researchers, and join a tour led by researchers. You can also look forward to:
<div class=""row-fluid expand row-padding-default"">
<div class=""container"">
<ul>
 	<li style=""list-style-type: none"">
<ul>
 	<li>Live music from <a href=""https://www.youtube.com/channel/UCkjQ0reRZHPqTlmbFiR8EKg/featured"">Route 9</a> and <a href=""https://williamchernoff.bandcamp.com/album/black-sheep-vol-1"">The William Chernoff Band</a></li>
 	<li>Free farm tour with guest spots from researchers</li>
 	<li>Food and coffee trucks</li>
 	<li>Hands-on activities for kids</li>
 	<li>More than 30 different local vendors selling produce, fruit, meat, mushrooms, cheese, eggs, baked goods, beverages, sweet treats, alcohol, artisan goods, and more.</li>
</ul>
</li>
</ul>
&nbsp;

</div>
</div>"
7517,"Puban Collection Drop-in Tour at UBC Library Rare Books and Special Collections","In honour of the 60th anniversary of the Library's acquisition of the Puban Collection, Rare Books and Special Collections will be hosting bi-weekly tours highlighting items from the collection throughout the summer. Join this tour for an introduction to the Puban Collection, hosted by UBC Library's Chinese Rare Books Cataloguer, Ya Min Wu.

The event is free and open to the general public, as well as the UBC community. No need to RSVP, just drop in. Rare Books and Special Collections is located on the 1st floor of the Irving K. Barber Learning Centre, 1961 East Mall, UBC Vancouver campus. For more information, please contact Rare Books and Special Collections at (604) 822-0645 or rare.books@ubc.ca."
7520,"Puban Collection Drop-in Tour at UBC Library Rare Books and Special Collections","In honour of the 60th anniversary of the Library's acquisition of the Puban Collection, Rare Books and Special Collections will be hosting bi-weekly tours highlighting items from the collection throughout the summer. Join this tour for an introduction to the Puban Collection, hosted by UBC Library's Chinese Rare Books Cataloguer, Ya Min Wu.

The event is free and open to the general public, as well as the UBC community. No need to RSVP, just drop in. Rare Books and Special Collections is located on the 1st floor of the Irving K. Barber Learning Centre, 1961 East Mall, UBC Vancouver campus. For more information, please contact Rare Books and Special Collections at (604) 822-0645 or rare.books@ubc.ca."
7521,"Puban Collection Drop-in Tour at UBC Library Rare Books and Special Collections","In honour of the 60th anniversary of the Library's acquisition of the Puban Collection, Rare Books and Special Collections will be hosting bi-weekly tours highlighting items from the collection throughout the summer. Join this tour for an introduction to the Puban Collection, hosted by UBC Library's Chinese Rare Books Cataloguer, Ya Min Wu.

The event is free and open to the general public, as well as the UBC community. No need to RSVP, just drop in. Rare Books and Special Collections is located on the 1st floor of the Irving K. Barber Learning Centre, 1961 East Mall, UBC Vancouver campus. For more information, please contact Rare Books and Special Collections at (604) 822-0645 or rare.books@ubc.ca."
7522,"Puban Collection Drop-in Tour at UBC Library Rare Books and Special Collections","In honour of the 60th anniversary of the Library's acquisition of the Puban Collection, Rare Books and Special Collections will be hosting bi-weekly tours highlighting items from the collection throughout the summer. Join this tour for an introduction to the Puban Collection, hosted by UBC Library's Chinese Rare Books Cataloguer, Ya Min Wu.

The event is free and open to the general public, as well as the UBC community. No need to RSVP, just drop in. Rare Books and Special Collections is located on the 1st floor of the Irving K. Barber Learning Centre, 1961 East Mall, UBC Vancouver campus. For more information, please contact Rare Books and Special Collections at (604) 822-0645 or rare.books@ubc.ca."
7534,"Rumour Mill | Amphitheatre Summer Series 2019","Join us in the Roseline Sturdy Amphitheatre for our Summer Series. We’ve got a mix of entertaining performances lined up throughout the summer.

Rumour Mill is an Indie band based in Vancouver, BC, headed by best buds Aline Daigle and Anna Katarina. Their music is a cocktail of ever-evolving pop, folk, and country, with a splash of RnB; similar to the sounds of Fleetwood Mac, Haim and First Aid Kit. Currently, they are recording their second EP “Gone With The Wine”, which will be fully engineered, mixed and produced by Rumour Mill.

&nbsp;

<strong>Explore the rest of our Summer Series 2019 lineup:
</strong>June 20: <a href=""https://botanicalgarden.ubc.ca/news-events/events-activities/artemisia-duo-amphitheatre-summer-series-2019/"">Artemisia Duo</a>
July 18: <a href=""https://botanicalgarden.ubc.ca/news-events/events-activities/the-hot-teas-amphitheatre-summer-series-2019/"">The Hot Teas</a>"
7540,"UBC Farm Saturday Farmers’ Market","Don’t miss the only farmers’ market in Vancouver located on a working farm! Get your fill of fresh local meats and produce, browse artisan crafts, listen to musicians play while you grab lunch and a coffee, visit the chickens and tour the UBC Farm to learn about what’s growing."
7542,"UBC Farm Saturday Farmers’ Market","Don’t miss the only farmers’ market in Vancouver located on a working farm! Get your fill of fresh local meats and produce, browse artisan crafts, listen to musicians play while you grab lunch and a coffee, visit the chickens and tour the UBC Farm to learn about what’s growing."
7543,"UBC Farm Saturday Farmers’ Market","Don’t miss the only farmers’ market in Vancouver located on a working farm! Get your fill of fresh local meats and produce, browse artisan crafts, listen to musicians play while you grab lunch and a coffee, visit the chickens and tour the UBC Farm to learn about what’s growing."
7544,"UBC Farm Saturday Farmers’ Market","Don’t miss the only farmers’ market in Vancouver located on a working farm! Get your fill of fresh local meats and produce, browse artisan crafts, listen to musicians play while you grab lunch and a coffee, visit the chickens and tour the UBC Farm to learn about what’s growing."
7545,"UBC Farm Saturday Farmers’ Market","Don’t miss the only farmers’ market in Vancouver located on a working farm! Get your fill of fresh local meats and produce, browse artisan crafts, listen to musicians play while you grab lunch and a coffee, visit the chickens and tour the UBC Farm to learn about what’s growing."
7546,"UBC Farm Saturday Farmers’ Market","Don’t miss the only farmers’ market in Vancouver located on a working farm! Get your fill of fresh local meats and produce, browse artisan crafts, listen to musicians play while you grab lunch and a coffee, visit the chickens and tour the UBC Farm to learn about what’s growing."
7547,"UBC Farm Saturday Farmers’ Market","Don’t miss the only farmers’ market in Vancouver located on a working farm! Get your fill of fresh local meats and produce, browse artisan crafts, listen to musicians play while you grab lunch and a coffee, visit the chickens and tour the UBC Farm to learn about what’s growing."
7548,"UBC Farm Saturday Farmers’ Market","Don’t miss the only farmers’ market in Vancouver located on a working farm! Get your fill of fresh local meats and produce, browse artisan crafts, listen to musicians play while you grab lunch and a coffee, visit the chickens and tour the UBC Farm to learn about what’s growing."
7549,"UBC Farm Saturday Farmers’ Market","Don’t miss the only farmers’ market in Vancouver located on a working farm! Get your fill of fresh local meats and produce, browse artisan crafts, listen to musicians play while you grab lunch and a coffee, visit the chickens and tour the UBC Farm to learn about what’s growing."
7550,"UBC Farm Saturday Farmers’ Market","Don’t miss the only farmers’ market in Vancouver located on a working farm! Get your fill of fresh local meats and produce, browse artisan crafts, listen to musicians play while you grab lunch and a coffee, visit the chickens and tour the UBC Farm to learn about what’s growing."
7551,"UBC Farm Saturday Farmers’ Market","Don’t miss the only farmers’ market in Vancouver located on a working farm! Get your fill of fresh local meats and produce, browse artisan crafts, listen to musicians play while you grab lunch and a coffee, visit the chickens and tour the UBC Farm to learn about what’s growing."
7552,"UBC Farm Saturday Farmers’ Market","Don’t miss the only farmers’ market in Vancouver located on a working farm! Get your fill of fresh local meats and produce, browse artisan crafts, listen to musicians play while you grab lunch and a coffee, visit the chickens and tour the UBC Farm to learn about what’s growing."
